STATION,STATION_NAME,City,ELEVATION,LATITUDE,LONGITUDE,Date,Year,Month,Day,PRCP,SNWD,SNWDcm,SNOW,SNOWcm,TMAX,TMIN
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-04,1998,2,4,30.7,0,0,300,30,1.7,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-05,1998,2,5,16.8,330,33,165,16.5,-0.6,-2.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-06,1998,2,6,0.5,356,35.6,5,0.5,3.3,-1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-07,1998,2,7,0,254,25.4,0,0,4.4,-5
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-08,1998,2,8,0,178,17.8,0,0,7.2,-6.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-09,1998,2,9,0,152,15.2,0,0,7.2,-5.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-10,1998,2,10,0,76,7.6,0,0,8.3,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-11,1998,2,11,9.7,25,2.5,0,0,8.9,3.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-12,1998,2,12,0.5,0,0,0,0,5.6,1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-13,1998,2,13,0,0,0,0,0,5.6,0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-14,1998,2,14,0,0,0,0,0,8.9,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-15,1998,2,15,0,0,0,0,0,11.1,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-16,1998,2,16,4.6,0,0,0,0,11.1,4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-17,1998,2,17,6.4,0,0,0,0,12.2,8.3
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-18,1998,2,18,4.1,0,0,0,0,8.9,4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-19,1998,2,19,1.3,0,0,0,0,6.1,3.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-20,1998,2,20,1.8,0,0,0,0,6.7,4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-21,1998,2,21,0.3,0,0,0,0,6.7,1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-22,1998,2,22,0,0,0,0,0,10.6,-0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-23,1998,2,23,0,0,0,0,0,7.8,0
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-24,1998,2,24,0.5,0,0,0,0,14.4,-3.3
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-25,1998,2,25,0,0,0,0,0,14.4,-3.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-26,1998,2,26,0,0,0,0,0,20,5.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-27,1998,2,27,0.3,0,0,0,0,16.7,4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1998-02-28,1998,2,28,0,0,0,0,0,16.1,2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-01,1999,1,1,0.5,51,5.1,8,0.8,-6.1,-16.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-02,1999,1,2,21.8,102,10.2,99,9.9,4.4,-6.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-03,1999,1,3,0.5,51,5.1,8,0.8,-2.8,-10
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-04,1999,1,4,0.3,51,5.1,3,0.3,-10,-17.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-05,1999,1,5,0,25,2.5,0,0,-7.8,-22.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-06,1999,1,6,5.6,25,2.5,79,7.9,1.1,-7.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-07,1999,1,7,1.8,102,10.2,23,2.3,-5,-12.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-08,1999,1,8,23.9,127,12.7,5,0.5,0.6,-7.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-09,1999,1,9,0.5,102,10.2,13,1.3,-2.2,-17.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-10,1999,1,10,0,127,12.7,0,0,-6.7,-18.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-11,1999,1,11,0.3,127,12.7,3,0.3,5.6,-15.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-12,1999,1,12,0,76,7.6,0,0,10,5
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-13,1999,1,13,12.4,0,0,0,0,11.1,-4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-14,1999,1,14,2,0,0,5,0.5,-4.4,-8.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-15,1999,1,15,0,0,0,0,0,-1.7,-8.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-16,1999,1,16,0,0,0,0,0,8.9,-1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-17,1999,1,17,1.8,0,0,0,0,12.2,1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-18,1999,1,18,0.5,0,0,0,0,13.3,1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-19,1999,1,19,0,0,0,0,0,8.3,-1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-20,1999,1,20,0.3,0,0,0,0,13.9,2.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-21,1999,1,21,11.7,0,0,0,0,12.2,6.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-22,1999,1,22,7.1,0,0,0,0,20,11.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-23,1999,1,23,10.7,0,0,0,0,16.7,5
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-24,1999,1,24,0,0,0,0,0,5,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-25,1999,1,25,0,0,0,0,0,3.3,-1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-26,1999,1,26,0,0,0,0,0,9.4,-5
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-27,1999,1,27,0,0,0,0,0,18.9,2.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-28,1999,1,28,0.3,0,0,0,0,13.3,0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-29,1999,1,29,0,0,0,0,0,4.4,0
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-30,1999,1,30,0,0,0,0,0,10,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,264.9,39.04306,-84.67167,1999-01-31,1999,1,31,19.1,0,0,0,0,5.6,0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-01,1999,2,1,8.4,0,0,0,0,6.7,2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-02,1999,2,2,2.8,0,0,0,0,7.8,-0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-03,1999,2,3,0,0,0,0,0,8.9,-5
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-04,1999,2,4,0,0,0,0,0,8.3,-2.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-05,1999,2,5,0,0,0,0,0,8.9,-7.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-06,1999,2,6,0.3,0,0,0,0,15.6,5.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-07,1999,2,7,33,0,0,0,0,16.1,2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-08,1999,2,8,0,0,0,0,0,11.1,1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-09,1999,2,9,0,0,0,0,0,16.1,0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-10,1999,2,10,0,0,0,0,0,16.1,-1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-11,1999,2,11,3.8,0,0,0,0,23.3,8.3
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-12,1999,2,12,9.7,25,2.5,48,4.8,11.7,-4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-13,1999,2,13,0.3,25,2.5,3,0.3,-2.2,-8.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-14,1999,2,14,0,25,2.5,0,0,3.9,-10
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-15,1999,2,15,0,0,0,0,0,12.2,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-16,1999,2,16,4.8,0,0,0,0,15,1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-17,1999,2,17,0.3,0,0,0,0,6.1,0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-18,1999,2,18,0,0,0,0,0,3.9,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-19,1999,2,19,0,0,0,0,0,4.4,-3.3
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-20,1999,2,20,0,0,0,0,0,1.7,-4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-21,1999,2,21,0,0,0,0,0,0.6,-6.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-22,1999,2,22,0,0,0,0,0,-0.6,-10
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-23,1999,2,23,0.8,0,0,8,0.8,0.6,-4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-24,1999,2,24,0,0,0,0,0,5,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-25,1999,2,25,4.1,25,2.5,41,4.1,3.3,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-26,1999,2,26,0,0,0,0,0,7.8,-6.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-27,1999,2,27,20.3,0,0,0,0,16.1,2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,1999-02-28,1999,2,28,4.6,0,0,0,0,10,1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-01,2000,1,1,0,0,0,0,0,15,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-02,2000,1,2,12.4,0,0,0,0,16.7,11.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-03,2000,1,3,82,0,0,0,0,15,11.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-04,2000,1,4,0,0,0,0,0,13.3,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-05,2000,1,5,0,0,0,0,0,-0.6,-4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-06,2000,1,6,0,0,0,0,0,7.2,-6.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-07,2000,1,7,0,0,0,0,0,3.9,-6.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-08,2000,1,8,0,0,0,0,0,3.9,-7.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-09,2000,1,9,0,0,0,0,0,8.3,1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-10,2000,1,10,0.3,0,0,0,0,11.1,6.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-11,2000,1,11,0,0,0,0,0,10,-0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-12,2000,1,12,3.6,0,0,0,0,13.3,-4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-13,2000,1,13,3.6,0,0,0,0,12.2,-3.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-14,2000,1,14,0,0,0,0,0,-1.1,-9.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-15,2000,1,15,0,0,0,0,0,9.4,-6.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-16,2000,1,16,0,0,0,0,0,11.7,-2.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-17,2000,1,17,1,25,2.5,13,1.3,-1.7,-7.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-18,2000,1,18,0,25,2.5,3,0.3,-1.7,-5.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-19,2000,1,19,3.6,76,7.6,79,7.9,-0.6,-8.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-20,2000,1,20,0.5,76,7.6,5,0.5,-0.6,-13.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-21,2000,1,21,0,51,5.1,0,0,-9.4,-20.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-22,2000,1,22,2.3,76,7.6,41,4.1,-3.3,-14.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-23,2000,1,23,0,76,7.6,0,0,-0.6,-6.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-24,2000,1,24,0,76,7.6,0,0,-6.7,-18.3
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-25,2000,1,25,0,76,7.6,3,0.3,-6.1,-20
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-26,2000,1,26,0,76,7.6,3,0.3,-6.7,-13.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-27,2000,1,27,0,76,7.6,0,0,-7.2,-20.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-28,2000,1,28,0,76,7.6,0,0,-4.4,-18.9
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-29,2000,1,29,3,51,5.1,41,4.1,-1.7,-7.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-30,2000,1,30,0.8,102,10.2,3,0.3,0,-5.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-01-31,2000,1,31,0,102,10.2,5,0.5,-0.6,-5
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-01,2000,2,1,0,76,7.6,0,0,0,-4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-02,2000,2,2,0,76,7.6,0,0,0,-12.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-03,2000,2,3,0.8,51,5.1,5,0.5,5,-1.7
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-04,2000,2,4,0.5,51,5.1,5,0.5,-0.6,-2.8
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-05,2000,2,5,0,51,5.1,0,0,1.1,-10
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-06,2000,2,6,0,25,2.5,0,0,2.8,-8.3
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-07,2000,2,7,0,25,2.5,0,0,8.3,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-08,2000,2,8,0,0,0,0,0,6.7,-5.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-09,2000,2,9,0,0,0,0,0,13.3,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-10,2000,2,10,6.6,0,0,0,0,16.1,4.4
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-11,2000,2,11,0.3,0,0,0,0,11.7,-0.6
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-12,2000,2,12,0,0,0,0,0,5.6,-2.2
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-13,2000,2,13,56.4,0,0,0,0,10,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-14,2000,2,14,0.5,0,0,5,0.5,6.1,-1.1
GHCND:USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT KY US,Cincinnati,273.4,39.0447,-84.6733,2000-02-15,2000,2,15,0,0,0,0,0,10,-0.6
