"City","Transect","Population","Distance","std_distance","n_HCN","sumHCN","freqHCN","n_Ac","sum_Ac","freqAc_marker","sum_acac","freq_acac","acHWE","AcHWE","n_Li","sum_Li","freqLi_marker","sum_lili","freq_lili","liHWE","LiHWE","Distance_squared","std_distance_squared"
"Norfolk",NA,"25",10.8000854851646,0.294205624729624,15,5,0.333333333333333,15,12,0.8,3,0.2,0.447213595499958,0.552786404500042,15,7,0.466666666666667,8,0.533333333333333,0.730296743340221,0.269703256659779,116.641846486863,0.0865569496225485
"Norfolk",NA,"26",9.60879827223108,0.26121897471419,15,6,0.4,13,10,0.769230769230769,3,0.230769230769231,0.480384461415261,0.519615538584739,13,9,0.692307692307692,4,0.307692307692308,0.554700196225229,0.445299803774771,92.329004236431,0.0682353527507327
"Norfolk",NA,"27",7.68482528292896,0.207944312694629,11,3,0.272727272727273,10,7,0.7,3,0.3,0.547722557505166,0.452277442494834,10,8,0.8,2,0.2,0.447213595499958,0.552786404500042,59.0565396291442,0.0432408371820418
"Norfolk",NA,"28",6.74141339164082,0.181821311003301,15,11,0.733333333333333,15,14,0.933333333333333,1,0.0666666666666667,0.258198889747161,0.741801110252839,15,12,0.8,3,0.2,0.447213595499958,0.552786404500042,45.4466545169942,0.033058989134959
"Norfolk",NA,"29",5.52779079333141,0.148216195908786,15,7,0.466666666666667,15,9,0.6,6,0.4,0.632455532033676,0.367544467966324,15,8,0.533333333333333,7,0.466666666666667,0.683130051063973,0.316869948936027,30.5564710548395,0.0219680407296717
"Norfolk",NA,"3",33.9535825951166,0.935324153920094,15,3,0.2,14,13,0.928571428571429,1,0.0714285714285714,0.267261241912424,0.732738758087576,14,3,0.214285714285714,11,0.785714285714286,0.886405260427918,0.113594739572082,1152.8457710434,0.87483127290634
"Norfolk",NA,"30",4.56204634451024,0.121474807441125,15,5,0.333333333333333,15,11,0.733333333333333,4,0.266666666666667,0.516397779494322,0.483602220505678,15,7,0.466666666666667,8,0.533333333333333,0.730296743340221,0.269703256659779,20.8122668494592,0.0147561288428585
"Norfolk",NA,"31",3.29981862212126,0.0865238202516511,15,4,0.266666666666667,15,8,0.533333333333333,7,0.466666666666667,0.683130051063973,0.316869948936027,15,11,0.733333333333333,4,0.266666666666667,0.516397779494322,0.483602220505678,10.8888029388982,0.00748637147094003
"Norfolk",NA,"32",2.62625667812225,0.0678729425546614,15,1,0.0666666666666667,15,7,0.466666666666667,8,0.533333333333333,0.730296743340221,0.269703256659779,15,3,0.2,12,0.8,0.894427190999916,0.105572809000084,6.89722413938172,0.00460673633102837
"Norfolk",NA,"33",1.31271749436462,0.0315011450017652,15,3,0.2,15,5,0.333333333333333,10,0.666666666666667,0.816496580927726,0.183503419072274,15,6,0.4,9,0.6,0.774596669241483,0.225403330758517,1.72322722001093,0.000992322136422235
"Norfolk",NA,"34",0.69903832524891,0.0145084166709256,15,4,0.266666666666667,15,4,0.266666666666667,11,0.733333333333333,0.856348838577675,0.143651161422325,15,15,1,0,0,0,1,0.488654580166801,0.000210494154297191
"Norfolk",NA,"35",0.175078139783024,0,14,1,0.0714285714285714,13,3,0.230769230769231,10,0.769230769230769,0.877058019307029,0.122941980692971,13,6,0.461538461538462,7,0.538461538461538,0.733799385705343,0.266200614294657,0.0306523550298841,0
"Norfolk",NA,"36",0.427622856428398,0.00699294350748045,15,5,0.333333333333333,15,9,0.6,6,0.4,0.632455532033676,0.367544467966324,15,7,0.466666666666667,8,0.533333333333333,0.730296743340221,0.269703256659779,0.182861307339982,4.8901258898813e-05
"Norfolk",NA,"37",0.895915011185233,0.0199599167497252,9,2,0.222222222222222,8,7,0.875,1,0.125,0.353553390593274,0.646446609406726,8,4,0.5,4,0.5,0.707106781186548,0.292893218813452,0.802663707267036,0.000398398276655959
"Norfolk",NA,"38",0.823939693196717,0.0179669258081115,15,0,0,15,5,0.333333333333333,10,0.666666666666667,0.816496580927726,0.183503419072274,15,6,0.4,9,0.6,0.774596669241483,0.225403330758517,0.6788766180251,0.000322810422994181
"Norfolk",NA,"39",0.469692379952087,0.00815784533277138,15,3,0.2,15,7,0.466666666666667,8,0.533333333333333,0.730296743340221,0.269703256659779,15,8,0.533333333333333,7,0.466666666666667,0.683130051063973,0.316869948936027,0.220610931785056,6.65504404734198e-05
"Norfolk",NA,"4",33.6274978331323,0.926294892292703,15,5,0.333333333333333,15,10,0.666666666666667,5,0.333333333333333,0.577350269189626,0.422649730810374,15,7,0.466666666666667,8,0.533333333333333,0.730296743340221,0.269703256659779,1130.80861051732,0.858022227487551
"Norfolk",NA,"40",1.1155368863391,0.0260412293440191,15,1,0.0666666666666667,15,3,0.2,12,0.8,0.894427190999916,0.105572809000084,15,9,0.6,6,0.4,0.632455532033676,0.367544467966324,1.24442254478313,0.000678145625747804
"Norfolk",NA,"5",32.8475081610988,0.904697039106934,15,7,0.466666666666667,15,10,0.666666666666667,5,0.333333333333333,0.577350269189626,0.422649730810374,15,10,0.666666666666667,5,0.333333333333333,0.577350269189626,0.422649730810374,1078.95879239345,0.818476732568854
"Norfolk",NA,"6",32.9841223638183,0.908479875725443,15,9,0.6,15,13,0.866666666666667,2,0.133333333333333,0.365148371670111,0.634851628329889,15,10,0.666666666666667,5,0.333333333333333,0.577350269189626,0.422649730810374,1087.95232811134,0.825335684598115
"Norfolk",NA,"7",33.0352574249222,0.909895801579292,15,6,0.4,14,13,0.928571428571429,1,0.0714285714285714,0.267261241912424,0.732738758087576,14,8,0.571428571428571,6,0.428571428571429,0.654653670707977,0.345346329292023,1091.32823313088,0.827910369731621
"Norfolk",NA,"8",31.5700424078012,0.869324112030043,15,10,0.666666666666667,15,14,0.933333333333333,1,0.0666666666666667,0.258198889747161,0.741801110252839,15,10,0.666666666666667,5,0.333333333333333,0.577350269189626,0.422649730810374,996.667577630366,0.755724411756822
"Norfolk",NA,"9",30.0813005175779,0.828100965199495,15,7,0.466666666666667,15,10,0.666666666666667,5,0.333333333333333,0.577350269189626,0.422649730810374,15,10,0.666666666666667,5,0.333333333333333,0.577350269189626,0.422649730810374,904.884640828833,0.685751208564336
