City,Population,Plant,Transect,Lat.pop,Long.pop,Distance,Pop.density,HCN_Result,Locus.Li,Locus.Ac,Comments.Ac.Li,Check.HCN,Dmg.1,Dmg.2,Dmg.Avg,Comments.HCN
New York,11-II,8,,,,23.8618481,876.59479,0,1,0,One leaf split between two wells,,,,,
New York,11-II,9,,,,23.8618481,876.59479,0,1,0,One leaf split between two wells,,,,,
New York,11-II,10,,,,23.8618481,876.59479,0,0,1,One leaf split between two wells,,,,,
New York,11-II,11,,,,23.8618481,876.59479,1,1,1,,,,,,
New York,11-II,12,,,,23.8618481,876.59479,0,0,1,One leaf split between two wells,,,,,
New York,11-II,13,,,,23.8618481,876.59479,0,0,1,One leaf split between two wells,,,,,
New York,11-II,14,,,,23.8618481,876.59479,0,1,1,One leaf split between two wells,,,,,
New York,11-II,15,,,,23.8618481,876.59479,0,1,0,One leaf split between two wells,,,,,
New York,11-II,16,,,,23.8618481,876.59479,0,0,0,One leaf split between two wells,,,,,
New York,11-II,17,,,,23.8618481,876.59479,0,NA,NA,e,,,,,
New York,11-II,18,,,,23.8618481,876.59479,0,1,0,One leaf split between two wells,,,,,
New York,11-II,19,,,,23.8618481,876.59479,0,0,0,One leaf split between two wells,,,,,
New York,11-II,20,,,,23.8618481,876.59479,0,NA,NA,e,,,,,
