City,Population,Transect,Lat.pop,Long.pop
NewYork,39,NA,41.11609106,-73.77070774
NewYork,40,NA,41.10651726,-73.77717571
NewYork,41,NA,41.09847354,-73.77745049
NewYork,42,NA,41.08746602,-73.77521785
NewYork,43,NA,41.07399204,-73.77642053
NewYork,44,NA,41.12913964,-73.77950081
NewYork,45,NA,41.1384732,-73.77759914
NewYork,46,NA,41.14751187,-73.77691248
NewYork,47,NA,41.15595431,-73.77268194
NewYork,48,NA,41.15926012,-73.76484582
Montreal,1,NA,45.56934379,-74.07346078
Montreal,2,NA,45.57299466,-74.05999561
Montreal,3,NA,45.57280085,-74.04900472
Montreal,4,NA,45.57247695,-74.03409156
Montreal,5,NA,45.57076844,-74.01950003
Montreal,6,NA,45.56966645,-74.00705677
Montreal,7,NA,45.56690086,-73.9932963
Montreal,8,NA,45.563098,-73.98162855
Montreal,9,NA,45.5630897,-73.97513111
Montreal,10,NA,45.56192835,-73.959911
Montreal,11,NA,45.56484695,-73.94591068
Montreal,12,NA,45.56669213,-73.93328349
Montreal,13,NA,45.56520644,-73.92067352
Montreal,14,NA,45.55990956,-73.91022974
Montreal,15,NA,45.5589571,-73.89738435
Montreal,16,NA,45.55711888,-73.88796409
Montreal,17,NA,45.55605498,-73.87914922
Montreal,18,NA,45.55025975,-73.86715871
Montreal,19,NA,45.55298773,-73.85521792
Montreal,20,NA,45.55708877,-73.84279249
Montreal,21,NA,45.56111544,-73.83193805
Montreal,22,NA,45.57088868,-73.82084163
Montreal,23,NA,45.5768736,-73.81061375
Montreal,24,NA,45.57929998,-73.79797889
Montreal,25,NA,45.58005914,-73.78471804
Montreal,26,NA,45.58452609,-73.77195527
Montreal,27,NA,45.591169,-73.760746
Montreal,28,NA,45.5975484,-73.7511447
Montreal,29,NA,45.59008612,-73.74237381
Montreal,30,NA,45.58148718,-73.73368955
Montreal,31,NA,45.57366826,-73.72334944
Montreal,32,NA,45.56484318,-73.71801446
Montreal,33,NA,45.55740048,-73.71112005
Montreal,34,NA,45.55547376,-73.70115907
Montreal,35,NA,45.55865662,-73.69099976
Montreal,36,NA,45.55972836,-73.68374907
Montreal,37,NA,45.55584406,-73.67163401
Montreal,38,NA,45.54825675,-73.66626104
Montreal,39,NA,45.54562383,-73.65374077
Montreal,40,NA,45.54191955,-73.64210049
Montreal,41,NA,45.53829045,-73.63107955
Montreal,42,NA,45.53274055,-73.61706341
Montreal,43,NA,45.53113143,-73.61174832
Montreal,44,NA,45.52464489,-73.60023997
Montreal,45,NA,45.52405024,-73.59301114
Montreal,46,NA,45.51683772,-73.58796468
Montreal,47,NA,45.51337348,-73.57488351
Montreal,48,NA,45.51036096,-73.56700523
Montreal,49,NA,45.5062501,-73.55201193
Boston,1,NA,41.96177446,-71.06764441
Boston,2,NA,41.97083412,-71.06759442
Boston,3,NA,41.97808151,-71.06965929
Boston,4A,NA,41.98658649,-71.07023258
Boston,4B,NA,42.00014208,-71.06601195
Boston,5,NA,42.00624898,-71.06649104
Boston,6,NA,42.01394829,-71.06637044
Boston,7,NA,42.02501343,-71.06592721
Boston,8,NA,42.03395236,-71.07344811
Boston,9,NA,42.04041,-71.076877
Boston,10,NA,42.04813985,-71.08192856
Boston,11,NA,42.05979975,-71.08530435
Boston,12,NA,42.06695597,-71.08677296
Boston,13,NA,42.07592776,-71.08743943
Boston,14,NA,42.0838662,-71.09010149
Boston,15,NA,42.09411309,-71.09412971
Boston,16,NA,42.10666515,-71.09907956
Boston,17,NA,42.1150072,-71.09925157
Boston,18,NA,42.12453844,-71.10145155
Boston,19,NA,42.13378868,-71.10065041
Boston,20,NA,42.14549385,-71.10570696
Boston,21,NA,42.15470042,-71.10703975
Boston,22,NA,42.16488211,-71.11018295
Boston,23,NA,42.17685436,-71.10997445
Boston,24,NA,42.18623442,-71.11667148
Boston,25,NA,42.19821324,-71.11953732
Boston,26,NA,42.20803485,-71.12078059
Boston,27,NA,42.21830331,-71.11921855
Boston,28,NA,42.23645255,-71.10782045
Boston,29,NA,42.24574783,-71.09323328
Boston,30,NA,42.25537927,-71.09283653
Boston,31,NA,42.26543666,-71.09406738
Boston,32,NA,42.27421249,-71.09511461
Boston,33,NA,42.28289146,-71.09071116
Boston,34,NA,42.29105089,-71.08691289
Boston,35,NA,42.30078072,-71.08603758
Boston,36,NA,42.31164802,-71.07984231
Boston,37,NA,42.31940313,-71.07189158
Boston,38,NA,42.32643556,-71.06998164
Boston,39,NA,42.33410354,-71.08142851
Boston,40,NA,42.33896004,-71.07279536
Boston,41,NA,42.34363291,-71.06662158
Boston,42,NA,42.35371708,-71.06504482
Boston,43,NA,42.36178484,-71.05943928
