term,estimate,std.error,statistic,p.value
(Intercept),0.21319658330367613,0.039405396882611056,5.4103397039443655,1.2005934586481278e-6
std_distance,0.2713054051317385,0.0691435444926763,3.923799497442241,2.3019948376624982e-4
