term,estimate,std.error,statistic,p.value
(Intercept),0.47346561013368627,0.0550336442030971,8.60320294957028,3.254219580218306e-11
std_distance,-0.05694477715081345,0.09949439092914468,-0.5723415824653562,0.5698183463343809
