term,estimate,std.error,statistic,p.value
(Intercept),0.25567963211477573,0.04175848998279896,6.122817951992387,2.4231429251526953e-7
std_distance,0.3620241037525323,0.07392048751544815,4.8974799263448485,1.4151626048622544e-5
