term,estimate,std.error,statistic,p.value
(Intercept),0.2969973615244482,0.04415464153040701,6.726299913904216,5.783020981408668e-8
std_distance,0.05227820097533576,0.08081628954401134,0.6468770252916133,0.5216000441630755
