term,estimate,std.error,statistic,p.value
(Intercept),0.21055173196149132,0.031185424614992675,6.751607026709095,5.3423511086265537e-8
std_distance,-0.030985083935302266,0.06247338292449331,-0.49597256439196696,0.6227703676810397
