term,estimate,std.error,statistic,p.value
(Intercept),0.2418729224894204,0.052862811796792565,4.575483487696278,4.952166172945205e-5
std_distance,0.3373007651747956,0.0932043150858678,3.6189393684621285,8.587889400574365e-4
