term,estimate,std.error,statistic,p.value
(Intercept),0.19086984324813255,0.03902012123256102,4.891574839312849,1.8617661671706434e-5
std_distance,0.03529704340156587,0.07090070158517968,0.49783771686885514,0.6214673579086005
