term,estimate,std.error,statistic,p.value
(Intercept),0.16420045759445312,0.039241068239209434,4.184403355013282,1.384087274403048e-4
std_distance,0.17504080629708058,0.07318384845057867,2.39179559428726,0.02121042169938817
