term,estimate,std.error,statistic,p.value
(Intercept),0.1916647852877201,0.02708844764503907,7.075517497320348,1.1105232141504724e-10
std_distance,0.2834086460069008,0.04825400585785933,5.8732667053950065,3.9646024121801456e-8
