term,estimate,std.error,statistic,p.value
(Intercept),0.20310540513619985,0.044064800547064055,4.609243718674504,4.684460503548128e-5
std_distance,0.03124515111556884,0.08604877828581108,0.3631097586509369,0.7185892070344169
