term,estimate,std.error,statistic,p.value
(Intercept),0.117125948457605,0.03316376312025319,3.5317448153546818,9.514412117651958e-4
std_distance,0.1454033153411436,0.0554562078510667,2.6219483981241383,0.011814353921080208
