term,estimate,std.error,statistic,p.value
(Intercept),0.1908698432481326,0.03902012123256102,4.891574839312851,1.86176616717063e-5
std_distance,0.03529704340156587,0.07090070158517968,0.49783771686885514,0.6214673579086005
