term,estimate,std.error,statistic,p.value
(Intercept),0.2556796321147756,0.04175848998279896,6.122817951992384,2.4231429251527217e-07
std_distance,0.36202410375253247,0.07392048751544815,4.897479926344851,1.4151626048622439e-5
