term,estimate,std.error,statistic,p.value
(Intercept),0.24187292248942036,0.05286281179679255,4.575483487696278,4.952166172945205e-5
std_distance,0.33730076517479557,0.09320431508586781,3.618939368462127,8.587889400574402e-4
