term,estimate,std.error,statistic,p.value
(Intercept),0.4734656101336863,0.055033644203097115,8.603202949570278,3.254219580218306e-11
std_distance,-0.05694477715081338,0.0994943909291447,-0.5723415824653554,0.5698183463343814
