term,estimate,std.error,statistic,p.value
(Intercept),0.1916647852877201,0.027088447645039065,7.075517497320349,1.1105232141504641e-10
std_distance,0.28340864600690074,0.048254005857859335,5.873266705395005,3.9646024121801595e-8
