term,estimate,std.error,statistic,p.value
(Intercept),0.16420045759445315,0.03924106823920944,4.184403355013282,1.384087274403048e-4
std_distance,0.1750408062970804,0.07318384845057867,2.3917955942872577,0.021210421699388252
