term,estimate,std.error,statistic,p.value
(Intercept),0.22580853703093784,0.030360128873114716,7.437667276534575,6.339113049652094e-9
std_distance,0.09262478708498938,0.05403413895392542,1.7141901190277127,0.09464076496302105
