term,estimate,std.error,statistic,p.value
(Intercept),0.4561354211973787,0.054767261329927715,8.328614762194112,5.222361914817101e-10
std_distance,0.06501558139589148,0.10694830951218318,0.6079159333367969,0.54695683483202
