term,estimate,std.error,statistic,p.value
(Intercept),0.3308608617277724,0.05441370945477954,6.080468783381401,2.7925563691748753e-7
std_distance,0.32559469123926427,0.10148053671977796,3.208444710322544,0.002522574832145388
