term,estimate,std.error,statistic,p.value
(Intercept),0.4105257478969212,0.050031619105622004,8.205326056513547,6.138109016785827e-10
std_distance,0.06718357380011399,0.0890449269876798,0.7544907506006431,0.45520515329984257
