term,estimate,std.error,statistic,p.value
(Intercept),0.3639421802474843,0.04032143689020692,9.02602209436333,1.0338431255951637e-12
std_distance,0.21811092666444054,0.07331300170008195,2.975064744405312,0.004240015261550843
