City,Population,Transect,Lat.pop,Long.pop,MWT,MST
Norfolk,23,NA,36.739235000000001,-76.241467000000000,-0.50000,31.50000
Norfolk,24,NA,36.750321000000000,-76.245681000000005,-0.60000,31.40000
Norfolk,25,NA,36.758378999999998,-76.248450000000005,-0.70000,31.40000
Norfolk,26,NA,36.768737000000002,-76.251938999999993,-0.60000,31.40000
Norfolk,27,NA,36.785235000000000,-76.258458000000005,-0.70000,31.40000
Norfolk,28,NA,36.793588000000000,-76.260703000000007,-0.70000,31.30000
Norfolk,29,NA,36.804583000000001,-76.262898000000007,-0.70000,31.30000
Norfolk,30,NA,36.813868999999997,-76.263465999999994,-0.70000,31.30000
Norfolk,31,NA,36.828899000000000,-76.260808999999995,-0.60000,31.30000
Norfolk,32,NA,36.835780000000000,-76.263064999999997,-0.60000,31.30000
Norfolk,33,NA,36.847040999999997,-76.271874999999994,-0.60000,31.20000
Norfolk,34,NA,36.853597999999998,-76.278857000000002,-0.60000,31.20000
Norfolk,35,NA,36.852333999999999,-76.285657000000000,-0.60000,31.20000
Norfolk,36,NA,36.846924000000001,-76.285781000000000,-0.70000,31.20000
Norfolk,37,NA,36.846860999999997,-76.294678000000005,,
Norfolk,38,NA,36.843603000000002,-76.288229000000001,-0.70000,31.20000
Norfolk,39,NA,36.849063000000001,-76.290701999999996,-0.70000,31.20000
Norfolk,40,NA,36.860801000000002,-76.285964000000007,-0.60000,31.20000
Washington D.C.,1,NA,39.250695000000000,-77.380206999999999,-6.40000,30.10000
Washington D.C.,2,NA,39.250062000000000,-77.368610000000004,-6.40000,30.20000
Washington D.C.,3,NA,39.247967000000003,-77.357547999999994,-6.50000,30.00000
Washington D.C.,4,NA,39.244985000000000,-77.340939000000006,-6.50000,30.00000
Washington D.C.,5,NA,39.242637999999999,-77.322113999999999,-6.50000,29.90000
Washington D.C.,6,NA,39.231935000000000,-77.329001000000005,-6.50000,29.90000
Washington D.C.,7,NA,39.218401000000000,-77.331079000000003,-6.40000,30.00000
Washington D.C.,8,NA,39.200333999999998,-77.326746000000000,-6.30000,30.00000
Washington D.C.,9,NA,39.193238999999998,-77.334807999999995,-6.30000,30.10000
Washington D.C.,10,NA,39.181441000000000,-77.352940000000004,-6.30000,30.40000
Washington D.C.,11,NA,39.137957000000000,-77.355568000000005,-6.40000,30.60000
Washington D.C.,12,NA,39.128379000000002,-77.341538999999997,-6.20000,30.90000
Washington D.C.,13,NA,39.124470000000002,-77.323035000000004,-6.10000,30.60000
Washington D.C.,14,NA,39.101590999999999,-77.294314000000000,-6.00000,30.40000
Washington D.C.,15,NA,39.085934000000002,-77.297882999999999,-5.90000,30.50000
Washington D.C.,16,NA,39.068702999999999,-77.283129000000002,-5.80000,30.60000
Washington D.C.,17,NA,39.057231999999999,-77.277096000000000,-5.70000,30.60000
Washington D.C.,18,NA,39.046956999999999,-77.264214999999993,-5.60000,30.70000
Washington D.C.,19,NA,39.039745000000003,-77.249769999999998,-5.60000,30.60000
Washington D.C.,20,NA,39.027262999999998,-77.231706000000003,-5.50000,30.40000
Washington D.C.,21,NA,39.024098000000002,-77.218691000000007,-5.50000,30.30000
Washington D.C.,22,NA,39.004835000000000,-77.188111000000006,-5.50000,30.60000
Washington D.C.,23,NA,38.996606000000000,-77.169562999999997,-5.40000,30.60000
Washington D.C.,24,NA,38.992792000000001,-77.162233999999998,-5.40000,30.70000
Washington D.C.,25,NA,38.989773999999997,-77.152913999999996,-5.30000,30.70000
Washington D.C.,26,NA,38.982621999999999,-77.136979999999994,-5.30000,30.30000
Washington D.C.,27,NA,38.975341999999998,-77.126108000000002,-5.30000,30.20000
Washington D.C.,28,NA,38.969817999999997,-77.116409000000004,-5.20000,30.20000
Washington D.C.,29,NA,38.964793999999998,-77.104459000000006,-5.20000,30.30000
Washington D.C.,30,NA,38.958191999999997,-77.097221000000005,-5.10000,30.30000
Washington D.C.,31,NA,38.952649999999998,-77.085875000000001,-5.20000,30.10000
Washington D.C.,32,NA,38.946952000000003,-77.079211000000001,-5.20000,29.90000
Washington D.C.,33,NA,38.934866999999997,-77.074224999999998,-5.10000,30.00000
Washington D.C.,34,NA,38.927382000000001,-77.072053999999994,-5.10000,30.00000
Washington D.C.,35,NA,38.920290000000001,-77.063710000000000,-5.00000,30.30000
Washington D.C.,36,NA,38.914729999999999,-77.054288999999997,-4.90000,30.60000
Washington D.C.,37,NA,38.910412000000001,-77.045801999999995,-4.90000,30.50000
Washington D.C.,38,NA,38.901136000000001,-77.039345999999995,-4.90000,30.50000
Washington D.C.,39,NA,38.895159999999997,-77.039508999999995,-4.80000,30.60000
Washington D.C.,40,NA,38.895116000000002,-77.036635000000004,-4.80000,30.60000
Washington D.C.,41,NA,38.890811999999997,-77.034773999999999,-4.70000,30.70000
Washington D.C.,42,NA,38.879933000000001,-77.036035999999996,-4.70000,30.70000
Washington D.C.,43,NA,38.890720999999999,-77.049071999999995,-4.80000,30.70000
Washington D.C.,44,NA,38.889206999999999,-77.012557999999999,-4.60000,30.50000
Washington D.C.,45,NA,38.885553999999999,-77.000068999999996,-4.60000,30.40000
Baltimore,1,NA,39.279465999999999,-76.622551999999999,-5.10000,30.50000
Baltimore,2,NA,39.286326000000003,-76.618277000000006,-5.20000,30.40000
Baltimore,3,NA,39.289808000000001,-76.607076000000006,-5.10000,30.50000
Baltimore,4,NA,39.292155999999999,-76.603251000000000,-5.10000,30.50000
Baltimore,5,NA,39.291522000000001,-76.618313000000001,-5.20000,30.40000
Baltimore,6,NA,39.301304000000002,-76.618487999999999,-5.20000,30.30000
Baltimore,7,NA,39.295251000000000,-76.628517000000002,-5.30000,30.40000
Baltimore,8,NA,39.305647999999998,-76.637120999999993,-5.40000,30.20000
Baltimore,9,NA,39.315949000000003,-76.641026999999994,-5.40000,30.10000
Baltimore,10,NA,39.322485000000000,-76.649460000000005,-5.50000,29.90000
Baltimore,11,NA,39.330882000000003,-76.654303999999996,-5.50000,29.90000
Baltimore,12,NA,39.338569999999997,-76.656841999999997,-5.60000,29.80000
Baltimore,13,NA,39.490976000000003,-77.156538999999995,-7.40000,29.50000
Baltimore,14,NA,39.499079000000002,-77.143471000000005,-7.40000,29.40000
Baltimore,15,NA,39.506926999999997,-77.101084000000000,-7.40000,29.60000
Baltimore,16,NA,39.515312999999999,-77.068530999999993,-7.50000,29.30000
Baltimore,17,NA,39.516751999999997,-77.038730999999999,-7.50000,29.30000
Baltimore,18,NA,39.503056999999998,-77.025812999999999,-7.40000,29.50000
Baltimore,20,NA,39.494700999999999,-77.003873999999996,-7.40000,29.30000
Baltimore,21,NA,39.485309999999998,-76.989375999999993,-7.30000,29.50000
Baltimore,22,NA,39.488458000000001,-76.970971000000006,-7.30000,29.20000
Baltimore,23,NA,39.480905000000000,-76.954725999999994,-7.20000,29.40000
Baltimore,24,NA,39.468333999999999,-76.939070000000001,-7.20000,29.60000
Baltimore,25,NA,39.469510999999997,-76.901660000000007,-7.00000,29.80000
Baltimore,26,NA,39.448805999999998,-76.896653999999998,-6.80000,29.70000
Baltimore,27,NA,39.446347000000003,-76.872000999999997,-6.60000,29.50000
Baltimore,28,NA,39.449091000000003,-76.848110000000005,-6.70000,29.30000
Baltimore,29,NA,39.443285000000003,-76.819023000000001,-6.70000,29.30000
Baltimore,30,NA,39.438021999999997,-76.803219999999996,-6.70000,29.40000
Baltimore,31,NA,39.426723000000003,-76.789623000000006,-6.60000,29.60000
Baltimore,32,NA,39.417222000000002,-76.777595000000005,-6.50000,29.70000
Baltimore,33,NA,39.407863999999996,-76.763912000000005,-6.40000,29.80000
Baltimore,34,NA,39.396042000000001,-76.751058000000000,-6.30000,29.70000
Baltimore,35,NA,39.385845000000003,-76.736265000000003,-6.30000,29.60000
Baltimore,36,NA,39.374997000000000,-76.724808999999993,-6.10000,29.70000
Baltimore,37,NA,39.363630000000001,-76.712856000000002,-6.00000,29.70000
Baltimore,38,NA,39.352313000000002,-76.700422000000003,-5.90000,29.70000
Baltimore,39,NA,39.344289000000003,-76.685959999999994,-5.80000,29.60000
Baltimore,40,NA,39.339674000000002,-76.676276999999999,-5.70000,29.60000
Philadelphia,1,NA,39.932977999999999,-75.164772999999997,-5.50000,29.10000
Philadelphia,2,NA,39.941553999999996,-75.162128999999993,-5.60000,29.10000
Philadelphia,3,NA,39.955260000000003,-75.151687999999993,-5.70000,29.10000
Philadelphia,4,NA,39.949903999999997,-75.150505999999993,-5.60000,29.10000
Philadelphia,5,NA,39.949243000000003,-75.169072000000000,-5.70000,29.10000
Philadelphia,6,NA,39.957388999999999,-75.171800000000005,-5.80000,29.00000
Philadelphia,7,NA,39.950409000000001,-75.191502999999997,-5.80000,29.30000
Philadelphia,8,NA,39.954033000000003,-75.201998000000003,-5.80000,29.50000
Philadelphia,9,NA,39.956727000000001,-75.213348999999994,-5.90000,29.60000
Philadelphia,10,NA,39.953398999999997,-75.225836000000001,-5.90000,29.60000
Philadelphia,11,NA,39.958480999999999,-75.239425999999995,-5.90000,29.60000
Philadelphia,12,NA,39.955289999999998,-75.250163999999998,-5.90000,29.70000
Philadelphia,13,NA,40.143048000000000,-75.738781000000003,-7.90000,28.80000
Philadelphia,14,NA,40.143642000000000,-75.705376000000001,-7.60000,28.60000
Philadelphia,15,NA,40.130749999999999,-75.691884999999999,-7.60000,28.20000
Philadelphia,16,NA,40.125979000000001,-75.671953000000002,-7.50000,28.30000
Philadelphia,17,NA,40.114243000000002,-75.654741999999999,-7.60000,28.60000
Philadelphia,18,NA,40.094327000000000,-75.638174000000006,-7.60000,28.70000
Philadelphia,19,NA,40.087572999999999,-75.628752000000006,-7.50000,29.20000
Philadelphia,20,NA,40.082366999999998,-75.605694000000000,-7.50000,28.80000
Philadelphia,21,NA,40.082673000000000,-75.590158000000002,-7.40000,28.90000
Philadelphia,22,NA,40.073962999999999,-75.578706999999994,-7.40000,28.50000
Philadelphia,23,NA,40.074997000000003,-75.536513999999997,-7.10000,29.00000
Philadelphia,24,NA,40.055560000000000,-75.530382000000003,-7.00000,29.00000
Philadelphia,25,NA,40.040773999999999,-75.505626000000007,-7.10000,28.40000
Philadelphia,26,NA,40.040830999999997,-75.481984999999995,-7.00000,28.50000
Philadelphia,27,NA,40.030802000000001,-75.465261999999996,-7.00000,28.80000
Philadelphia,28,NA,40.021151000000003,-75.448348999999993,-7.00000,28.80000
Philadelphia,29,NA,40.007311999999999,-75.425707000000003,-7.10000,29.00000
Philadelphia,30,NA,39.988114000000003,-75.402261999999993,-6.70000,29.00000
Philadelphia,31,NA,39.983606999999999,-75.378320000000002,-6.50000,29.10000
Philadelphia,32,NA,39.980592000000001,-75.356671000000006,-6.40000,29.20000
Philadelphia,33,NA,39.978515000000002,-75.342252999999999,-6.30000,29.30000
Philadelphia,34,NA,39.974347000000002,-75.327230999999998,-6.20000,29.30000
Philadelphia,35,NA,39.971221999999997,-75.314631000000006,-6.20000,29.30000
Philadelphia,36,NA,39.969458000000003,-75.301171999999994,-6.10000,29.40000
Philadelphia,37,NA,39.967207999999999,-75.289142999999996,-6.10000,29.50000
Philadelphia,38,NA,39.964146000000000,-75.274529999999999,-6.00000,29.50000
Philadelphia,39,NA,39.962203000000002,-75.263447999999997,-6.00000,29.60000
Philadelphia,40,NA,39.962620999999999,-75.254544999999993,-5.90000,29.60000
Cleveland,1,NA,41.507303000000000,-81.695353999999995,-8.20000,26.40000
Cleveland,2,NA,41.497374999999998,-81.689261000000002,-8.40000,26.60000
Cleveland,3,NA,41.499057999999998,-81.680920000000000,-8.50000,26.70000
Cleveland,4,NA,41.505819000000002,-81.677189999999996,-8.40000,26.60000
Cleveland,5,NA,41.501416999999996,-81.667018999999996,-8.50000,26.60000
Cleveland,6,NA,41.501584000000001,-81.654977000000002,-8.60000,26.70000
Cleveland,7,NA,41.501469000000000,-81.645705000000007,-8.60000,26.80000
Cleveland,8,NA,41.501213000000000,-81.634997999999996,-8.70000,26.90000
Cleveland,9,NA,41.500976000000001,-81.614076999999995,-8.70000,26.90000
Cleveland,10,NA,41.499270000000003,-81.603691999999995,-8.80000,26.80000
Cleveland,11,NA,41.500653000000000,-81.591759999999994,-8.70000,26.70000
Cleveland,12,NA,41.500309000000001,-81.577957999999995,-8.80000,26.50000
Cleveland,13,NA,41.500757000000000,-81.564164000000005,-8.80000,26.30000
Cleveland,14,NA,41.500936000000003,-81.549245999999997,-8.90000,26.10000
Cleveland,15,NA,41.500926999999997,-81.531367000000003,-9.10000,26.00000
Cleveland,16,NA,41.501103000000001,-81.516846000000001,-9.20000,26.00000
Cleveland,17,NA,41.500337999999999,-81.495003999999994,-9.40000,26.00000
Cleveland,18,NA,41.499068999999999,-81.476512999999997,-9.50000,26.00000
Cleveland,19,NA,41.500922000000003,-81.460250000000002,-9.60000,26.00000
Cleveland,20,NA,41.501953999999998,-81.443845999999994,-9.70000,26.00000
Cleveland,21,NA,41.500858999999998,-81.430062000000007,-9.60000,25.80000
Cleveland,22,NA,41.500647999999998,-81.413628000000003,-9.50000,25.70000
Cleveland,23,NA,41.489896999999999,-81.401354999999995,-9.40000,25.80000
Cleveland,24,NA,41.490637999999997,-81.386264999999995,-9.60000,25.60000
Cleveland,25,NA,41.490420000000000,-81.371086000000005,-9.80000,25.50000
Cleveland,26,NA,41.490174000000003,-81.357095999999999,-9.90000,25.40000
Cleveland,27,NA,41.490837999999997,-81.343432000000007,-9.90000,25.50000
Cleveland,28,NA,41.490734000000003,-81.325614000000002,-10.10000,25.40000
Cleveland,29,NA,41.490408000000002,-81.313266999999996,-10.20000,25.30000
Cleveland,30,NA,41.488515000000000,-81.300058000000007,-10.20000,25.30000
Cleveland,31,NA,41.490178000000000,-81.276713999999998,-10.20000,25.20000
Cleveland,32,NA,41.490074000000000,-81.265466000000004,-10.20000,25.40000
Cleveland,33,NA,41.489964000000001,-81.251125000000002,-10.30000,25.40000
Cleveland,34,NA,41.501390999999998,-81.242746999999994,-10.50000,25.10000
Cleveland,35,NA,41.497438000000002,-81.227512000000004,-10.50000,25.30000
Cleveland,36,NA,41.493966999999998,-81.213724999999997,-10.60000,25.20000
Cleveland,37,NA,41.494881999999997,-81.199376999999998,-10.60000,25.20000
Cleveland,38,NA,41.495885000000001,-81.185382000000004,-10.60000,25.30000
Cleveland,39,NA,41.498235000000001,-81.172625999999994,-10.60000,25.50000
Cleveland,40,NA,41.496893000000000,-81.153273999999996,-10.70000,25.50000
Pittsburgh,1,NA,40.897638000000001,-80.044518999999994,-10.70000,26.30000
Pittsburgh,2,NA,40.883226999999998,-80.044318000000004,-10.60000,26.30000
Pittsburgh,3,NA,40.870182000000000,-80.041011999999995,-10.60000,26.40000
Pittsburgh,4,NA,40.853192999999997,-80.038385000000005,-10.60000,26.40000
Pittsburgh,5,NA,40.843091999999999,-80.039751999999993,-10.50000,26.40000
Pittsburgh,6,NA,40.830965999999997,-80.043678000000000,-10.30000,26.80000
Pittsburgh,7,NA,40.818083000000001,-80.043049999999994,-10.30000,26.60000
Pittsburgh,8,NA,40.805323000000001,-80.055053000000001,-10.10000,27.00000
Pittsburgh,9,NA,40.792571000000002,-80.054766000000001,-10.10000,26.80000
Pittsburgh,10,NA,40.783242999999999,-80.060590000000005,-10.10000,26.70000
Pittsburgh,11,NA,40.767180000000003,-80.065284000000005,-9.90000,27.10000
Pittsburgh,12,NA,40.757657000000002,-80.066914999999995,-10.00000,26.80000
Pittsburgh,13,NA,40.743479000000001,-80.073594000000000,-10.00000,26.90000
Pittsburgh,14,NA,40.725794999999998,-80.073667000000000,-10.00000,27.20000
