term,estimate,std.error,statistic,p.value
(Intercept),0.8160750141181876,0.041055452615364016,19.87738441867259,6.174346250796939e-20
std_distance,0.20173383194391514,0.0689982926111349,2.9237510713614308,0.0062061391241739474
