term,estimate,std.error,statistic,p.value
(Intercept),0.3439276769563204,0.044440058223753055,7.739136506632485,1.113435245686253e-9
std_distance,0.26252049393967447,0.07866737447804954,3.33709489710916,0.0017539064087764291
