term,estimate,std.error,statistic,p.value
(Intercept),0.33086086172777235,0.05441370945477955,6.080468783381399,2.792556369174906e-7
std_distance,0.3255946912392643,0.10148053671977796,3.2084447103225444,0.0025225748321453813
