term,estimate,std.error,statistic,p.value
(Intercept),0.31841830849396213,0.05153926494402471,6.17816937901204,3.24342869197106e-7
std_distance,0.3580230206992752,0.09087072226885146,3.939916089145006,3.373571609319632e-4
