term,estimate,std.error,statistic,p.value
(Intercept),0.28467674116724234,0.058863653758802315,4.836205756674976,1.5197994679380444e-5
std_distance,0.20439458133618654,0.09843138144138462,2.0765184674148096,0.043460040744507475
