term,estimate,std.error,statistic,p.value
(Intercept),0.3746039034228926,0.04662758445177255,8.033954746473084,1.0282372264165692e-9
std_distance,0.03773940461775728,0.08221076263672389,0.4590567391342862,0.6488086096287802
