term,estimate,std.error,statistic,p.value
(Intercept),0.5273351954537991,0.07927188213172055,6.652235083526376,1.6659959006893307e-7
std_distance,1.4219974484605065,0.44641451711507374,3.185374565437695,0.003217338963674754
std_distance_squared,-1.1527484911771486,0.4438830405690151,-2.5969644834806855,0.014092463243453703
